Name,Options,Score,Rank
A.Korkunov Assorted 54g NY,A.Korkunov Assorted 20 * 90g,80.9895104895105,2
A.Korkunov Assorted 54g NY,A.Korkunov Assorted 10 * 126g,80.05171371838038,3
A.Korkunov Assorted 89g White Spring,A.Korkunov Assorted 18 * 90g,78.16025641025641,1
A.Korkunov Assorted 89g White Spring,A.Korkunov Assorted 20 * 90g,76.9334200421157,2
A.Korkunov Assorted 89g White Spring,A.Korkunov Assorted 10 * 126g,75.10157126823793,3
A.Korkunov Assorted 90g NY,A.Korkunov Assorted 18 * 90g,89.20940170940172,1
A.Korkunov Assorted 90g NY,A.Korkunov Assorted 20 * 90g,89.20940170940172,2
A.Korkunov Assorted 90g NY,A.Korkunov Assorted 10 * 126g,82.14329658532557,3
A.Korkunov Assorted 90g NY Tree,A.Korkunov Assorted 18 * 90g,83.87979046043561,1
A.Korkunov Assorted 90g NY Tree,A.Korkunov Assorted 20 * 90g,83.87979046043561,2
A.Korkunov Assorted 90g NY Tree,A.Korkunov Assorted 10 * 126g,78.66769691617752,3
A.Korkunov Assorted 90g Spring,A.Korkunov Assorted 18 * 90g,86.79914529914531,1
A.Korkunov Assorted 90g Spring,A.Korkunov Assorted 20 * 90g,86.79914529914531,2
A.Korkunov Assorted 90g Spring,A.Korkunov Assorted 10 * 126g,79.08346752549652,3
A.Korkunov Assorted 99g NY,A.Korkunov Assorted 18 * 90g,83.25250836120402,1
A.Korkunov Assorted 99g NY,A.Korkunov Assorted 20 * 90g,83.25250836120402,2
A.Korkunov Assorted 99g NY,A.Korkunov assorted 10 * 192g X5,81.35934596804162,3
A.Korkunov Assorted Dark 256g,A.KORKUNOV Assorted dark 10 * 256g,97.1875,1
A.Korkunov Assorted Dark 256g,A.KORKUNOV Assorted dark mol 10 * 256g,94.85185185185185,2
A.Korkunov Assorted Dark 256g,A.KORKUNOV Assorted dark 10 * 192g,89.58261494252874,3
A.Korkunov Assorted Dark 259g,A.KORKUNOV Assorted dark 10 * 256g,91.30172413793105,1
A.Korkunov Assorted Dark 259g,A.KORKUNOV Assorted dark 10 * 192g,89.68267651888341,2
A.Korkunov Assorted Dark 259g,A.KORKUNOV Assorted dark mol 10 * 256g,87.97765006385696,3
A.Korkunov Assorted Dark&Milk 110g,A.KORKUNOV Assorted dark 10 * 192g,83.83518373389063,1
A.Korkunov Assorted Dark&Milk 110g,A.Korkunov Milk Assorted 14 * 110g,83.76047109021248,2
A.Korkunov Assorted Dark&Milk 110g,A.KORKUNOV Assorted dark 10 * 256g,83.7449494949495,3
A.Korkunov Assorted Dark&Milk 110g Spring,A.Korkunov Milk Assorted 14 * 110g,78.56944444444444,1
A.Korkunov Assorted Dark&Milk 110g Spring,A.KORKUNOV Assorted dark 10 * 192g,77.73611111111111,2
A.Korkunov Assorted Dark&Milk 110g Spring,A.KORKUNOV Assorted dark 10 * 256g,77.6558908045977,3
A.Korkunov Assorted Dark&Milk 135g,A.KORKUNOV Assorted dark mol 8 * 137g,83.77633477633478,1
A.Korkunov Assorted Dark&Milk 135g,A.KORKUNOV Assorted dark 10 * 256g,83.7449494949495,2
A.Korkunov Assorted Dark&Milk 135g,A.KORKUNOV Assorted dark mol 10 * 256g,83.1969696969697,3
A.Korkunov Assorted Dark&Milk 137g,A.KORKUNOV Assorted dark mol 8 * 137g,89.64283386864031,1
A.Korkunov Assorted Dark&Milk 137g,A.KORKUNOV Assorted milk 8 * 137g,87.81768744171414,2
A.Korkunov Assorted Dark&Milk 137g,A.KORKUNOV Assorted dark 10 * 192g,82.03977272727273,3
A.Korkunov Assorted Dark&Milk 140g,A.KORKUNOV Assorted dark 10 * 192g,83.7449494949495,1
A.Korkunov Assorted Dark&Milk 140g,A.KORKUNOV Assorted dark 10 * 256g,83.7449494949495,2
A.Korkunov Assorted Dark&Milk 140g,A.Korkunov assor DrkMilk 10 * 192g,83.62590187590187,3
A.Korkunov Assorted Dark&Milk 190g,A.KORKUNOV Assorted dark 10 * 192g,83.83518373389063,1
A.Korkunov Assorted Dark&Milk 190g,A.KORKUNOV Assorted dark 10 * 256g,83.7449494949495,2
A.Korkunov Assorted Dark&Milk 190g,A.Korkunov assor DrkMilk 10 * 192g,83.720241205155,3
A.Korkunov Assorted Dark&Milk 192g,A.KORKUNOV Assorted dark 10 * 192g,89.61679292929291,1
A.Korkunov Assorted Dark&Milk 192g,A.Korkunov assor DrkMilk 10 * 192g,89.5018504005573,2
A.Korkunov Assorted Dark&Milk 192g,A.Korkunov Assorted dark mol 10 * 192g,89.06082328662974,3
A.Korkunov Assorted Dark&Milk 192g X5 Exclusive,A.Korkunov assorted 10 * 192g X5,83.52104899930987,1
A.Korkunov Assorted Dark&Milk 192g X5 Exclusive,A.Korkunov assorted 12 * 192g X5,83.40200138026225,2
A.Korkunov Assorted Dark&Milk 192g X5 Exclusive,A.KORKUNOV Assorted dark 10 * 192g,78.41002415458938,3
A.Korkunov Assorted Dark&Milk 256g,A.KORKUNOV Assorted dark 10 * 256g,89.61679292929291,1
A.Korkunov Assorted Dark&Milk 256g,A.KORKUNOV Assorted dark mol 10 * 256g,89.06082328662974,2
A.Korkunov Assorted Dark&Milk 256g,A.KORKUNOV Assorted mol 10 * 256g,85.297165200391,3
A.Korkunov Assorted Dark&Milk 256g Spring,A.KORKUNOV Assorted dark 10 * 256g,82.73611111111111,1
A.Korkunov Assorted Dark&Milk 256g Spring,A.KORKUNOV Assorted dark mol 10 * 256g,82.37962962962963,2
A.Korkunov Assorted Dark&Milk 256g Spring,A.KORKUNOV Assorted mol 10 * 256g,79.93932411674346,3
A.Korkunov Assorted Milk 108g,A.KORKUNOV Assorted milk 8 * 137g,90.27676254038879,1
A.Korkunov Assorted Milk 108g,A.KORKUNOV Assorted mol 10 * 256g,84.28420467185762,2
A.Korkunov Assorted Milk 108g,A.Korkunov Milk Assorted 14 * 110g,83.42077175697865,3
A.Korkunov Assorted Milk 110g,A.KORKUNOV Assorted milk 8 * 137g,90.17334074898035,1
A.Korkunov Assorted Milk 110g,A.Korkunov Milk Assorted 14 * 110g,90.16451149425286,2
A.Korkunov Assorted Milk 110g,A.Korkunov Assorted theme mol 14 * 110g,86.24575725150437,3
A.Korkunov Assorted Milk 135g,A.KORKUNOV Assorted milk 8 * 137g,91.89581015943641,1
A.Korkunov Assorted Milk 135g,A.KORKUNOV Assorted mol 10 * 256g,84.28420467185762,2
A.Korkunov Assorted Milk 135g,A.KORKUNOV Milk assorted 10 * 192g,81.841874201788,3
A.Korkunov Assorted Milk 137g,A.KORKUNOV Assorted milk 8 * 137g,98.28494623655915,1
A.Korkunov Assorted Milk 137g,A.KORKUNOV Assorted dark mol 8 * 137g,87.14696223316912,2
A.Korkunov Assorted Milk 137g,A.Korkunov Assorted 12 * 117g,82.91602809706258,3
A.Korkunov Assorted Milk 190g,A.KORKUNOV Assorted milk 8 * 137g,90.17334074898035,1
A.Korkunov Assorted Milk 190g,A.Korkunov Assorted 18 * 90g,84.44535809018568,2
A.Korkunov Assorted Milk 190g,A.KORKUNOV Assorted mol 10 * 256g,84.28420467185762,3
A.Korkunov Assorted Milk 192g,A.KORKUNOV Assorted milk 8 * 137g,90.17334074898035,1
A.Korkunov Assorted Milk 192g,A.KORKUNOV Milk assorted 10 * 192g,90.16451149425286,2
A.Korkunov Assorted Milk 192g,A.Korkunov assorted 10 * 192g X5,87.35134099616857,3
A.Korkunov Dark 100g,A.KORKUNOV Assorted dark 10 * 192g,81.1282894736842,1
A.Korkunov Dark 100g,A.KORKUNOV Assorted dark 10 * 256g,81.1282894736842,2
A.Korkunov Dark 100g,A.KORKUNOV Assorted dark mol 10 * 256g,79.24171539961013,3
A.Korkunov Dark 100g Almond,A.KORKUNOV Assorted dark 10 * 192g,75.6556293612453,1
A.Korkunov Dark 100g Almond,A.KORKUNOV Assorted dark 10 * 256g,75.6556293612453,2
A.Korkunov Dark 100g Almond,A.KORKUNOV Assorted dark mol 10 * 256g,73.40123456790123,3
A.Korkunov Dark 100g Hazelnut,A.Korkunov Hor. Whole hazelnut 12 * 90g,74.82581547064306,1
A.Korkunov Dark 100g Hazelnut,A.Korkunov Mol. Whole hazelnut 12 * 90g,74.08744951848401,2
A.Korkunov Dark 100g Hazelnut,A.KORKUNOV Assorted dark 10 * 192g,71.31487381309346,3
A.Korkunov Dark 100g Orange Almond NY,A.Korkunov Heart 7 * 120g,67.93024718081926,1
A.Korkunov Dark 100g Orange Almond NY,A.Korkunov Gor.ApelMind NG 14 * 90g,67.79550762884097,2
A.Korkunov Dark 100g Orange Almond NY,A.KORKUNOV Assorted dark 10 * 192g,67.7814449064449,3
A.Korkunov Dark 12.5g Viliena,A.KORKUNOV Assorted dark 10 * 256g,72.64820714642678,1
A.Korkunov Dark 12.5g Viliena,A.KORKUNOV Assorted dark mol 10 * 256g,71.64750957854406,2
A.Korkunov Dark 12.5g Viliena,A.KORKUNOV Assorted dark 10 * 192g,70.72949320794147,3
A.Korkunov Dark 250g Hazelnut,A.Korkunov Hor. Whole hazelnut 12 * 90g,74.82581547064306,1
A.Korkunov Dark 250g Hazelnut,A.Korkunov Mol. Whole hazelnut 12 * 90g,74.08744951848401,2
A.Korkunov Dark 250g Hazelnut,A.KORKUNOV Assorted dark 10 * 256g,71.42528735632185,3
A.Korkunov Dark 50% 90g,Korkunov Dark 70% 14 * 90g,78.64758569678479,1
A.Korkunov Dark 50% 90g,Korkunov Dark 55% 14 * 90g,78.06279037514736,2
A.Korkunov Dark 50% 90g,A.Korkunov Assorted 20 * 90g,77.92773892773893,3
A.Korkunov Dark 55% 90g NY,Korkunov Dark 55% 14 * 90g,80.60950080515298,1
A.Korkunov Dark 55% 90g NY,A.Korkunov Gorky Shock 55% 14 * 90g,77.96742424242424,2
A.Korkunov Dark 55% 90g NY,A.Korkunov Gorky Shock 55% NG 14 * 90g,77.36583850931677,3
A.Korkunov Dark 70% 90g,Korkunov Dark 70% 14 * 90g,86.04808959156786,1
A.Korkunov Dark 70% 90g,A.Korkunov Bitter Shock 70% 14 * 90g,81.88383838383838,2
A.Korkunov Dark 70% 90g,A.Korkunov Assorted 20 * 90g,77.92773892773893,3
A.Korkunov Dark 72% 90g,Korkunov Dark 70% 14 * 90g,78.06279037514736,1
A.Korkunov Dark 72% 90g,A.Korkunov Assorted 20 * 90g,77.5944055944056,2
A.Korkunov Dark 72% 90g,Korkunov Dark 55% 14 * 90g,76.57229297809009,3
A.Korkunov Dark 90g Almond,A.KORKUNOV Assorted dark 10 * 192g,74.76484113712375,1
A.Korkunov Dark 90g Almond,A.KORKUNOV Assorted dark 10 * 256g,74.50611888111888,2
A.Korkunov Dark 90g Almond,A.Korkunov Gor.ApelMind NG 14 * 90g,72.88064592412418,3
A.Korkunov Dark 90g Hazelnut,A.Korkunov Hor. Whole hazelnut 12 * 90g,80.97981747981748,1
A.Korkunov Dark 90g Hazelnut,A.Korkunov Mol. Whole hazelnut 12 * 90g,80.24903474903475,2
A.Korkunov Dark 90g Hazelnut,A.KORKUNOV Assorted dark 10 * 192g,70.40929089026916,3
A.Korkunov Dark 90g Orange Almond,A.Korkunov Gor.ApelMind NG 14 * 90g,70.59034792368125,1
A.Korkunov Dark 90g Orange Almond,A.KORKUNOV Assorted dark 10 * 192g,69.43716006216006,2
A.Korkunov Dark 90g Orange Almond,A.Korkunov Assorted dark mol 10 * 192g,69.36160455125973,3
A.Korkunov Dark with whohazelnut 190g,A.Korkunov Hor. Whole hazelnut 12 * 90g,71.94042429526301,1
A.Korkunov Dark with whohazelnut 190g,A.Korkunov Mol. Whole hazelnut 12 * 90g,70.2022367194781,2
A.Korkunov Dark with whohazelnut 190g,A.Korkunov Heart 7 * 120g,69.12584634323765,3
A.Korkunov Dark with whohazelnut 192g,A.KORKUNOV Assorted dark 10 * 192g,73.0763167013167,1
A.Korkunov Dark with whohazelnut 192g,A.Korkunov Assorted dark mol 10 * 192g,72.77193860527194,2
A.Korkunov Dark with whohazelnut 192g,A.Korkunov Hor. Whole hazelnut 12 * 90g,70.49956408020924,3
A.Korkunov Dark with whole hazelnut 135g,A.Korkunov Hor. Whole hazelnut 12 * 90g,78.44538288288288,1
A.Korkunov Dark with whole hazelnut 135g,A.Korkunov Mol. Whole hazelnut 12 * 90g,77.14714714714715,2
A.Korkunov Dark with whole hazelnut 135g,A.Korkunov Milk whole HZLNT 14 * 90g,72.1735970250169,3
A.Korkunov Dark with whole hazelnut 190g,A.Korkunov Hor. Whole hazelnut 12 * 90g,81.34737678855326,1
A.Korkunov Dark with whole hazelnut 190g,A.Korkunov Mol. Whole hazelnut 12 * 90g,80.21621621621621,2
